Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
  0.00     86.61     0.00    11463     0.00     0.00  void std::_Destroy<Simulink::XML::BlockConnect*, Simulink::XML::BlockConnect>(Simulink::XML::BlockConnect*, Simulink::XML::BlockConnect*, std::allocator<Simulink::XML::BlockConnect>&)
  0.00     86.61     0.00    11270     0.00     0.00  __gnu_cxx::new_allocator<Simulink::XML::BlockConnect>::~new_allocator()
  0.00     86.61     0.00    11270     0.00     0.00  std::allocator<Simulink::XML::BlockConnect>::~allocator()
  0.00     86.61     0.00    11270     0.00     0.00  std::_Vector_base<Simulink::XML::BlockConnect, std::allocator<Simulink::XML::BlockConnect> >::_Vector_impl::~_Vector_impl()
  0.00     86.61     0.00    11270     0.00     0.00  std::_Vector_base<Simulink::XML::BlockConnect, std::allocator<Simulink::XML::BlockConnect> >::~_Vector_base()
  0.00     86.61     0.00    11270     0.00     0.00  std::vector<Simulink::XML::BlockConnect, std::allocator<Simulink::XML::BlockConnect> >::~vector()
  0.00     86.61     0.00    10204     0.00     0.00  std::pair<std::string const, Simulink::XML::BlockInfo>* std::__addressof<std::pair<std::string const, Simulink::XML::BlockInfo> >(std::pair<std::string const, Simulink::XML::BlockInfo>&)
  0.00     86.61     0.00     9638     0.00     0.00  xsd::cxx::tree::flags::flags(unsigned long)
  0.00     86.61     0.00     8937     0.00     0.00  std::_Rb_tree<std::string, std::pair<std::string const, Simulink::XML::IOPort>, std::_Select1st<std::pair<std::string const, Simulink::XML::IOPort> >, std::less<std::string>, std::allocator<std::pair<std::string const, Simulink::XML::IOPort> > >::_S_left(std::_Rb_tree_node_base*)
  0.00     86.61     0.00     8079     0.00     0.00  std::pair<std::string const, Simulink::XML::IOPort>* std::__addressof<std::pair<std::string const, Simulink::XML::IOPort> >(std::pair<std::string const, Simulink::XML::IOPort>&)
  0.00     86.61     0.00     7871     0.00     0.00  __gnu_cxx::__normal_iterator<xsd::cxx::tree::sequence_common::ptr*, std::vector<xsd::cxx::tree::sequence_common::ptr, std::allocator<xsd::cxx::tree::sequence_common::ptr> > >::operator++()
  0.00     86.61     0.00     7098     0.00     0.00  __gnu_cxx::__normal_iterator<xsd::cxx::tree::sequence_common::ptr*, std::vector<xsd::cxx::tree::sequence_common::ptr, std::allocator<xsd::cxx::tree::sequence_common::ptr> > >::operator*() const
  0.00     86.61     0.00     6224     0.00     0.00  void std::_Construct<xsd::cxx::tree::sequence_common::ptr, xsd::cxx::tree::sequence_common::ptr>(xsd::cxx::tree::sequence_common::ptr*, xsd::cxx::tree::sequence_common::ptr const&)
  0.00     86.61     0.00     5635     0.00     0.00  Simulink::XML::BlockInfo::~BlockInfo()
  0.00     86.61     0.00     4570     0.00     0.00  std::_Rb_tree<std::string, std::pair<std::string const, Simulink::XML::BlockInfo>, std::_Select1st<std::pair<std::string const, Simulink::XML::BlockInfo> >, std::less<std::string>, std::allocator<std::pair<std::string const, Simulink::XML::BlockInfo> > >::_M_begin()
  0.00     86.61     0.00     3962     0.00     0.00  __gnu_cxx::new_allocator<std::pair<std::string const, Simulink::XML::IOPort> >::~new_allocator()
  0.00     86.61     0.00     3962     0.00     0.00  std::_Rb_tree<std::string, std::pair<std::string const, Simulink::XML::IOPort>, std::_Select1st<std::pair<std::string const, Simulink::XML::IOPort> >, std::less<std::string>, std::allocator<std::pair<std::string const, Simulink::XML::IOPort> > >::get_allocator() const
  0.00     86.61     0.00     3962     0.00     0.00  std::_Rb_tree<std::string, std::pair<std::string const, Simulink::XML::IOPort>, std::_Select1st<std::pair<std::string const, Simulink::XML::IOPort> >, std::less<std::string>, std::allocator<std::pair<std::string const, Simulink::XML::IOPort> > >::_M_get_Node_allocator() const
  0.00     86.61     0.00     3962     0.00     0.00  std::allocator<std::pair<std::string const, Simulink::XML::IOPort> >::allocator<std::_Rb_tree_node<std::pair<std::string const, Simulink::XML::IOPort> > >(std::allocator<std::_Rb_tree_node<std::pair<std::string const, Simulink::XML::IOPort> > > const&)
  0.00     86.61     0.00     3962     0.00     0.00  std::allocator<std::pair<std::string const, Simulink::XML::IOPort> >::~allocator()
  0.00     86.61     0.00     3962     0.00     0.00  std::pair<std::string const, Simulink::XML::IOPort>::~pair()
  0.00     86.61     0.00     3051     0.00     0.00  std::_Rb_tree<std::string, std::pair<std::string const, Simulink::XML::IOPort>, std::_Select1st<std::pair<std::string const, Simulink::XML::IOPort> >, std::less<std::string>, std::allocator<std::pair<std::string const, Simulink::XML::IOPort> > >::_M_begin()
  0.00     86.61     0.00     2371     0.00     0.00  __gnu_cxx::new_allocator<Simulink::XML::BlockInfo*>::deallocate(Simulink::XML::BlockInfo**, unsigned long)
  0.00     86.61     0.00     2254     0.00     0.00  __gnu_cxx::new_allocator<std::pair<std::string const, Simulink::XML::BlockInfo> >::new_allocator()
  0.00     86.61     0.00     2254     0.00     0.00  __gnu_cxx::new_allocator<std::pair<std::string const, Simulink::XML::BlockInfo> >::~new_allocator()
  0.00     86.61     0.00     2254     0.00     0.00  std::_Rb_tree<std::string, std::pair<std::string const, Simulink::XML::BlockInfo>, std::_Select1st<std::pair<std::string const, Simulink::XML::BlockInfo> >, std::less<std::string>, std::allocator<std::pair<std::string const, Simulink::XML::BlockInfo> > >::get_allocator() const
  0.00     86.61     0.00     2254     0.00     0.00  std::_Rb_tree<std::string, std::pair<std::string const, Simulink::XML::BlockInfo>, std::_Select1st<std::pair<std::string const, Simulink::XML::BlockInfo> >, std::less<std::string>, std::allocator<std::pair<std::string const, Simulink::XML::BlockInfo> > >::_M_get_Node_allocator() const
  0.00     86.61     0.00     2254     0.00     0.00  std::allocator<std::pair<std::string const, Simulink::XML::BlockInfo> >::allocator<std::_Rb_tree_node<std::pair<std::string const, Simulink::XML::BlockInfo> > >(std::allocator<std::_Rb_tree_node<std::pair<std::string const, Simulink::XML::BlockInfo> > > const&)
  0.00     86.61     0.00     2254     0.00     0.00  std::allocator<std::pair<std::string const, Simulink::XML::BlockInfo> >::~allocator()
  0.00     86.61     0.00     2254     0.00     0.00  std::pair<std::string const, Simulink::XML::BlockInfo>::~pair()
  0.00     86.61     0.00     2208     0.00     0.00  std::_Vector_base<SimulinkModel::XSD::var_T const*, std::allocator<SimulinkModel::XSD::var_T const*> >::_M_get_Tp_allocator()
  0.00     86.61     0.00     1981     0.00     0.00  __gnu_cxx::new_allocator<std::pair<std::string const, Simulink::XML::IOPort> >::destroy(std::pair<std::string const, Simulink::XML::IOPort>*)
  0.00     86.61     0.00     1981     0.00     0.00  std::_Rb_tree<std::string, std::pair<std::string const, Simulink::XML::IOPort>, std::_Select1st<std::pair<std::string const, Simulink::XML::IOPort> >, std::less<std::string>, std::allocator<std::pair<std::string const, Simulink::XML::IOPort> > >::_M_put_node(std::_Rb_tree_node<std::pair<std::string const, Simulink::XML::IOPort> >*)
  0.00     86.61     0.00     1981     0.00     0.00  std::_Rb_tree<std::string, std::pair<std::string const, Simulink::XML::IOPort>, std::_Select1st<std::pair<std::string const, Simulink::XML::IOPort> >, std::less<std::string>, std::allocator<std::pair<std::string const, Simulink::XML::IOPort> > >::_M_destroy_node(std::_Rb_tree_node<std::pair<std::string const, Simulink::XML::IOPort> >*)
  0.00     86.61     0.00     1130     0.00     0.00  void std::_Destroy_aux<true>::__destroy<SimulinkModel::XSD::var_T const**>(SimulinkModel::XSD::var_T const**, SimulinkModel::XSD::var_T const**)
  0.00     86.61     0.00     1130     0.00     0.00  std::_Vector_base<SimulinkModel::XSD::var_T const*, std::allocator<SimulinkModel::XSD::var_T const*> >::_M_deallocate(SimulinkModel::XSD::var_T const**, unsigned long)
  0.00     86.61     0.00     1130     0.00     0.00  void std::_Destroy<SimulinkModel::XSD::var_T const**>(SimulinkModel::XSD::var_T const**, SimulinkModel::XSD::var_T const**)
  0.00     86.61     0.00     1127     0.00     0.00  __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<std::string const, Simulink::XML::BlockInfo> > >::deallocate(std::_Rb_tree_node<std::pair<std::string const, Simulink::XML::BlockInfo> >*, unsigned long)
  0.00     86.61     0.00     1127     0.00     0.00  __gnu_cxx::new_allocator<std::pair<std::string const, Simulink::XML::BlockInfo> >::destroy(std::pair<std::string const, Simulink::XML::BlockInfo>*)
  0.00     86.61     0.00     1127     0.00     0.00  std::_Rb_tree<std::string, std::pair<std::string const, Simulink::XML::BlockInfo>, std::_Select1st<std::pair<std::string const, Simulink::XML::BlockInfo> >, std::less<std::string>, std::allocator<std::pair<std::string const, Simulink::XML::BlockInfo> > >::_M_put_node(std::_Rb_tree_node<std::pair<std::string const, Simulink::XML::BlockInfo> >*)
  0.00     86.61     0.00     1127     0.00     0.00  std::_Rb_tree<std::string, std::pair<std::string const, Simulink::XML::BlockInfo>, std::_Select1st<std::pair<std::string const, Simulink::XML::BlockInfo> >, std::less<std::string>, std::allocator<std::pair<std::string const, Simulink::XML::BlockInfo> > >::_M_destroy_node(std::_Rb_tree_node<std::pair<std::string const, Simulink::XML::BlockInfo> >*)
  0.00     86.61     0.00     1054     0.00     0.00  Simulink::XML::BlockConnect* std::__addressof<Simulink::XML::BlockConnect>(Simulink::XML::BlockConnect&)
  0.00     86.61     0.00      920     0.00     0.00  Simulink::XML::BlockConnect::~BlockConnect()
  0.00     86.61     0.00      920     0.00     0.00  __gnu_cxx::new_allocator<SimulinkModel::XSD::var_T const*>::~new_allocator()
  0.00     86.61     0.00      920     0.00     0.00  std::allocator<SimulinkModel::XSD::var_T const*>::~allocator()
  0.00     86.61     0.00      920     0.00     0.00  std::_Vector_base<SimulinkModel::XSD::var_T const*, std::allocator<SimulinkModel::XSD::var_T const*> >::_Vector_impl::~_Vector_impl()
  0.00     86.61     0.00      920     0.00     0.00  std::_Vector_base<SimulinkModel::XSD::var_T const*, std::allocator<SimulinkModel::XSD::var_T const*> >::~_Vector_base()
  0.00     86.61     0.00      531     0.00     0.00  __gnu_cxx::new_allocator<SimulinkModel::XSD::var_T const*>::deallocate(SimulinkModel::XSD::var_T const**, unsigned long)
  0.00     86.61     0.00      343     0.00     0.00  __gnu_cxx::new_allocator<Simulink::XML::BlockConnect>::deallocate(Simulink::XML::BlockConnect*, unsigned long)
  0.00     86.61     0.00      123     0.00     0.00  void std::swap<xsd::cxx::tree::sequence_common::ptr*>(xsd::cxx::tree::sequence_common::ptr*&, xsd::cxx::tree::sequence_common::ptr*&)
  0.00     86.61     0.00       90     0.00     0.00  xsd::cxx::tree::iterator_adapter<__gnu_cxx::__normal_iterator<xsd::cxx::tree::sequence_common::ptr*, std::vector<xsd::cxx::tree::sequence_common::ptr, std::allocator<xsd::cxx::tree::sequence_common::ptr> > >, SimulinkModel::XSD::performance_T>::operator->() const
  0.00     86.61     0.00       49     0.00     0.00  xsd::cxx::tree::sequence_common::ptr::operator=(xsd::cxx::tree::sequence_common::ptr const&)
  0.00     86.61     0.00       47     0.00     0.00  xsd::cxx::tree::iterator_adapter<__gnu_cxx::__normal_iterator<xsd::cxx::tree::sequence_common::ptr*, std::vector<xsd::cxx::tree::sequence_common::ptr, std::allocator<xsd::cxx::tree::sequence_common::ptr> > >, SimulinkModel::XSD::performance_T>::operator++(int)
  0.00     86.61     0.00       42     0.00     0.00  void std::__uninitialized_fill_n<false>::__uninit_fill_n<xsd::cxx::tree::sequence_common::ptr*, unsigned long, xsd::cxx::tree::sequence_common::ptr>(xsd::cxx::tree::sequence_common::ptr*, unsigned long, xsd::cxx::tree::sequence_common::ptr const&)
  0.00     86.61     0.00       41     0.00     0.00  __gnu_cxx::new_allocator<xsd::cxx::tree::sequence_common::ptr>::new_allocator(__gnu_cxx::new_allocator<xsd::cxx::tree::sequence_common::ptr> const&)
  0.00     86.61     0.00       41     0.00     0.00  __gnu_cxx::__alloc_traits<std::allocator<xsd::cxx::tree::sequence_common::ptr> >::_S_on_swap(std::allocator<xsd::cxx::tree::sequence_common::ptr>&, std::allocator<xsd::cxx::tree::sequence_common::ptr>&)
  0.00     86.61     0.00       41     0.00     0.00  std::allocator<xsd::cxx::tree::sequence_common::ptr>::allocator(std::allocator<xsd::cxx::tree::sequence_common::ptr> const&)
  0.00     86.61     0.00       41     0.00     0.00  std::_Vector_base<xsd::cxx::tree::sequence_common::ptr, std::allocator<xsd::cxx::tree::sequence_common::ptr> >::_Vector_impl::_M_swap_data(std::_Vector_base<xsd::cxx::tree::sequence_common::ptr, std::allocator<xsd::cxx::tree::sequence_common::ptr> >::_Vector_impl&)
  0.00     86.61     0.00       41     0.00     0.00  std::_Vector_base<xsd::cxx::tree::sequence_common::ptr, std::allocator<xsd::cxx::tree::sequence_common::ptr> >::_Vector_impl::_Vector_impl(std::allocator<xsd::cxx::tree::sequence_common::ptr> const&)
  0.00     86.61     0.00       41     0.00     0.00  std::_Vector_base<xsd::cxx::tree::sequence_common::ptr, std::allocator<xsd::cxx::tree::sequence_common::ptr> >::_M_create_storage(unsigned long)
  0.00     86.61     0.00       41     0.00     0.00  std::_Vector_base<xsd::cxx::tree::sequence_common::ptr, std::allocator<xsd::cxx::tree::sequence_common::ptr> >::_Vector_base(unsigned long, std::allocator<xsd::cxx::tree::sequence_common::ptr> const&)
  0.00     86.61     0.00       41     0.00     0.00  std::__alloc_swap<std::allocator<xsd::cxx::tree::sequence_common::ptr>, true>::_S_do_it(std::allocator<xsd::cxx::tree::sequence_common::ptr>&, std::allocator<xsd::cxx::tree::sequence_common::ptr>&)
  0.00     86.61     0.00       41     0.00     0.00  std::vector<xsd::cxx::tree::sequence_common::ptr, std::allocator<xsd::cxx::tree::sequence_common::ptr> >::_M_fill_initialize(unsigned long, xsd::cxx::tree::sequence_common::ptr const&)
  0.00     86.61     0.00       41     0.00     0.00  std::vector<xsd::cxx::tree::sequence_common::ptr, std::allocator<xsd::cxx::tree::sequence_common::ptr> >::swap(std::vector<xsd::cxx::tree::sequence_common::ptr, std::allocator<xsd::cxx::tree::sequence_common::ptr> >&)
  0.00     86.61     0.00       41     0.00     0.00  std::vector<xsd::cxx::tree::sequence_common::ptr, std::allocator<xsd::cxx::tree::sequence_common::ptr> >::vector(unsigned long, xsd::cxx::tree::sequence_common::ptr const&, std::allocator<xsd::cxx::tree::sequence_common::ptr> const&)
  0.00     86.61     0.00        3     0.00     0.00  std::auto_ptr<SimulinkModel::XSD::blocks_T>::~auto_ptr()
  0.00     86.61     0.00        2     0.00     0.00  __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<std::string const, Simulink::XML::IOPort> > >::~new_allocator()
  0.00     86.61     0.00        2     0.00     0.00  std::allocator<std::_Rb_tree_node<std::pair<std::string const, Simulink::XML::IOPort> > >::~allocator()
  0.00     86.61     0.00        2     0.00     0.00  std::_Iter_base<__gnu_cxx::__normal_iterator<xsd::cxx::tree::sequence_common::ptr*, std::vector<xsd::cxx::tree::sequence_common::ptr, std::allocator<xsd::cxx::tree::sequence_common::ptr> > >, true>::_S_base(__gnu_cxx::__normal_iterator<xsd::cxx::tree::sequence_common::ptr*, std::vector<xsd::cxx::tree::sequence_common::ptr, std::allocator<xsd::cxx::tree::sequence_common::ptr> > >)
  0.00     86.61     0.00        2     0.00     0.00  std::vector<BLG::blnode_T*, std::allocator<BLG::blnode_T*> >::operator[](unsigned long)
  0.00     86.61     0.00        2     0.00     0.00  std::_Rb_tree<std::string, std::pair<std::string const, Simulink::XML::IOPort>, std::_Select1st<std::pair<std::string const, Simulink::XML::IOPort> >, std::less<std::string>, std::allocator<std::pair<std::string const, Simulink::XML::IOPort> > >::_Rb_tree_impl<std::less<std::string>, false>::~_Rb_tree_impl()
  0.00     86.61     0.00        2     0.00     0.02  std::_Rb_tree<std::string, std::pair<std::string const, Simulink::XML::IOPort>, std::_Select1st<std::pair<std::string const, Simulink::XML::IOPort> >, std::less<std::string>, std::allocator<std::pair<std::string const, Simulink::XML::IOPort> > >::_M_erase(std::_Rb_tree_node<std::pair<std::string const, Simulink::XML::IOPort> >*)
  0.00     86.61     0.00        2     0.00     0.02  std::_Rb_tree<std::string, std::pair<std::string const, Simulink::XML::IOPort>, std::_Select1st<std::pair<std::string const, Simulink::XML::IOPort> >, std::less<std::string>, std::allocator<std::pair<std::string const, Simulink::XML::IOPort> > >::~_Rb_tree()
  0.00     86.61     0.00        2     0.00     0.02  std::multimap<std::string, Simulink::XML::IOPort, std::less<std::string>, std::allocator<std::pair<std::string const, Simulink::XML::IOPort> > >::~multimap()
  0.00     86.61     0.00        2     0.00     0.00  std::_Niter_base<__gnu_cxx::__normal_iterator<xsd::cxx::tree::sequence_common::ptr*, std::vector<xsd::cxx::tree::sequence_common::ptr, std::allocator<xsd::cxx::tree::sequence_common::ptr> > > >::iterator_type std::__niter_base<__gnu_cxx::__normal_iterator<xsd::cxx::tree::sequence_common::ptr*, std::vector<xsd::cxx::tree::sequence_common::ptr, std::allocator<xsd::cxx::tree::sequence_common::ptr> > > >(__gnu_cxx::__normal_iterator<xsd::cxx::tree::sequence_common::ptr*, std::vector<xsd::cxx::tree::sequence_common::ptr, std::allocator<xsd::cxx::tree::sequence_common::ptr> > >)
  0.00     86.61     0.00        1     0.00     0.01  _GLOBAL__sub_I_main
  0.00     86.61     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<std::string const, Simulink::XML::BlockInfo> > >::~new_allocator()
  0.00     86.61     0.00        1     0.00     0.00  std::allocator<std::_Rb_tree_node<std::pair<std::string const, Simulink::XML::BlockInfo> > >::~allocator()
  0.00     86.61     0.00        1     0.00     0.06  std::map<std::string, Simulink::XML::BlockInfo, std::less<std::string>, std::allocator<std::pair<std::string const, Simulink::XML::BlockInfo> > >::~map()
  0.00     86.61     0.00        1     0.00     0.00  std::_Rb_tree<std::string, std::pair<std::string const, Simulink::XML::BlockInfo>, std::_Select1st<std::pair<std::string const, Simulink::XML::BlockInfo> >, std::less<std::string>, std::allocator<std::pair<std::string const, Simulink::XML::BlockInfo> > >::_Rb_tree_impl<std::less<std::string>, false>::~_Rb_tree_impl()
  0.00     86.61     0.00        1     0.00     0.06  std::_Rb_tree<std::string, std::pair<std::string const, Simulink::XML::BlockInfo>, std::_Select1st<std::pair<std::string const, Simulink::XML::BlockInfo> >, std::less<std::string>, std::allocator<std::pair<std::string const, Simulink::XML::BlockInfo> > >::_M_erase(std::_Rb_tree_node<std::pair<std::string const, Simulink::XML::BlockInfo> >*)
  0.00     86.61     0.00        1     0.00     0.06  std::_Rb_tree<std::string, std::pair<std::string const, Simulink::XML::BlockInfo>, std::_Select1st<std::pair<std::string const, Simulink::XML::BlockInfo> >, std::less<std::string>, std::allocator<std::pair<std::string const, Simulink::XML::BlockInfo> > >::~_Rb_tree()
  0.00     86.61     0.00        1     0.00     0.00  void std::fill<__gnu_cxx::__normal_iterator<xsd::cxx::tree::sequence_common::ptr*, std::vector<xsd::cxx::tree::sequence_common::ptr, std::allocator<xsd::cxx::tree::sequence_common::ptr> > >, xsd::cxx::tree::sequence_common::ptr>(__gnu_cxx::__normal_iterator<xsd::cxx::tree::sequence_common::ptr*, std::vector<xsd::cxx::tree::sequence_common::ptr, std::allocator<xsd::cxx::tree::sequence_common::ptr> > >, __gnu_cxx::__normal_iterator<xsd::cxx::tree::sequence_common::ptr*, std::vector<xsd::cxx::tree::sequence_common::ptr, std::allocator<xsd::cxx::tree::sequence_common::ptr> > >, xsd::cxx::tree::sequence_common::ptr const&)
  0.00     86.61     0.00        1     0.00     0.00  __gnu_cxx::__enable_if<!std::__is_scalar<xsd::cxx::tree::sequence_common::ptr>::__value, void>::__type std::__fill_a<xsd::cxx::tree::sequence_common::ptr*, xsd::cxx::tree::sequence_common::ptr>(xsd::cxx::tree::sequence_common::ptr*, xsd::cxx::tree::sequence_common::ptr*, xsd::cxx::tree::sequence_common::ptr const&)

 %         the percentage of the total running time of the
time       program used by this function.

cumulative a running sum of the number of seconds accounted
 seconds   for by this function and those listed above it.

 self      the number of seconds accounted for by this
seconds    function alone.  This is the major sort for this
           listing.

calls      the number of times this function was invoked, if
           this function is profiled, else blank.
 
 self      the average number of milliseconds spent in this
ms/call    function per call, if this function is profiled,
	   else blank.

 total     the average number of milliseconds spent in this
ms/call    function and its descendents per call, if this 
	   function is profiled, else blank.

name       the name of the function.  This is the minor sort
           for this listing. The index shows the location of
	   the function in the gprof listing. If the index is
	   in parenthesis it shows where it would appear in
	   the gprof listing if it were to be printed.

Copyright (C) 2012 Free Software Foundation, Inc.

Copying and distribution of this file, with or without modification,
are permitted in any medium without royalty provided the copyright
notice and this notice are preserved.

		     Call graph (explanation follows)


granularity: each sample hit covers 2 byte(s) for 0.01% of 86.61 seconds

index % time    self  children    called     name
                                                 <spontaneous>
[1]     97.7    0.02   84.57                 main [1]
                2.62   81.20       1/1           sum_path(BLG::BLGraph, BLG::blnode_T*, std::vector<std::string, std::allocator<std::string> >, int, int) [2]
                0.01    0.60       1/1           std::vector<std::string, std::allocator<std::string> >::vector() [61]
                0.04    0.09       1/1           Simulink::XML::Reader::~Reader() [138]
                0.02    0.00      14/14          bool std::operator!=<char, std::char_traits<char>, std::allocator<char> >(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char const*) [245]
                0.00    0.00       8/90          xsd::cxx::tree::iterator_adapter<__gnu_cxx::__normal_iterator<xsd::cxx::tree::sequence_common::ptr*, std::vector<xsd::cxx::tree::sequence_common::ptr, std::allocator<xsd::cxx::tree::sequence_common::ptr> > >, SimulinkModel::XSD::performance_T>::operator->() const [284]
                0.00    0.00       1/36640747     std::vector<std::string, std::allocator<std::string> >::vector(std::vector<std::string, std::allocator<std::string> > const&) [3]
                0.00    0.00       2/36640748     std::vector<std::string, std::allocator<std::string> >::~vector() [15]
                0.00    0.00       5/25906800     xsd::cxx::tree::sequence<SimulinkModel::XSD::performance_T, false>::operator=(xsd::cxx::tree::sequence<SimulinkModel::XSD::performance_T, false> const&) [32]
                0.00    0.00       1/20849181     BLG::BLGraph::BLGraph(BLG::BLGraph const&) [21]
                0.00    0.00      10/25906868     xsd::cxx::tree::sequence<SimulinkModel::XSD::performance_T, false>::end() [68]
                0.00    0.00       2/20849182     BLG::BLGraph::~BLGraph() [36]
                0.00    0.00      10/5057688     bool xsd::cxx::tree::operator!=<__gnu_cxx::__normal_iterator<xsd::cxx::tree::sequence_common::ptr*, std::vector<xsd::cxx::tree::sequence_common::ptr, std::allocator<xsd::cxx::tree::sequence_common::ptr> > >, __gnu_cxx::__normal_iterator<xsd::cxx::tree::sequence_common::ptr*, std::vector<xsd::cxx::tree::sequence_common::ptr, std::allocator<xsd::cxx::tree::sequence_common::ptr> > >, SimulinkModel::XSD::performance_T, SimulinkModel::XSD::performance_T>(xsd::cxx::tree::iterator_adapter<__gnu_cxx::__normal_iterator<xsd::cxx::tree::sequence_common::ptr*, std::vector<xsd::cxx::tree::sequence_common::ptr, std::allocator<xsd::cxx::tree::sequence_common::ptr> > >, SimulinkModel::XSD::performance_T> const&, xsd::cxx::tree::iterator_adapter<__gnu_cxx::__normal_iterator<xsd::cxx::tree::sequence_common::ptr*, std::vector<xsd::cxx::tree::sequence_common::ptr, std::allocator<xsd::cxx::tree::sequence_common::ptr> > >, SimulinkModel::XSD::performance_T> const&) [200]
                0.00    0.00       5/25906821     xsd::cxx::tree::sequence<SimulinkModel::XSD::performance_T, false>::begin() [88]
                0.00    0.00       1/20849182     xsd::cxx::tree::sequence<SimulinkModel::XSD::performance_T, false>::~sequence() [45]
                0.00    0.00       1/20849183     std::vector<BLG::blnode_T*, std::allocator<BLG::blnode_T*> >::~vector() [53]
                0.00    0.00       1/20849182     xsd::cxx::tree::sequence<SimulinkModel::XSD::performance_T, false>::sequence(xsd::cxx::tree::_type*) [59]
                0.00    0.00       1/20849182     xsd::cxx::tree::iterator_adapter<__gnu_cxx::__normal_iterator<xsd::cxx::tree::sequence_common::ptr*, std::vector<xsd::cxx::tree::sequence_common::ptr, std::allocator<xsd::cxx::tree::sequence_common::ptr> > >, SimulinkModel::XSD::performance_T>::iterator_adapter() [182]
                0.00    0.00       5/19457       bool std::operator==<char, std::char_traits<char>, std::allocator<char> >(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char const*) [380]
                0.00    0.00       5/47          xsd::cxx::tree::iterator_adapter<__gnu_cxx::__normal_iterator<xsd::cxx::tree::sequence_common::ptr*, std::vector<xsd::cxx::tree::sequence_common::ptr, std::allocator<xsd::cxx::tree::sequence_common::ptr> > >, SimulinkModel::XSD::performance_T>::operator++(int) [422]
                0.00    0.00       2/2           std::vector<BLG::blnode_T*, std::allocator<BLG::blnode_T*> >::operator[](unsigned long) [432]
-----------------------------------------------
                             20849180             sum_path(BLG::BLGraph, BLG::blnode_T*, std::vector<std::string, std::allocator<std::string> >, int, int) [2]
                2.62   81.20       1/1           main [1]
[2]     96.8    2.62   81.20       1+20849180 sum_path(BLG::BLGraph, BLG::blnode_T*, std::vector<std::string, std::allocator<std::string> >, int, int) [2]
                0.40   35.88 36640746/36640747     std::vector<std::string, std::allocator<std::string> >::vector(std::vector<std::string, std::allocator<std::string> > const&) [3]
                0.07   12.23 15791566/15791566     std::vector<std::string, std::allocator<std::string> >::push_back(std::string const&) [9]
                0.15    9.71 15791566/15791566     judge_blk(std::vector<std::string, std::allocator<std::string> >, std::string) [14]
                0.26    9.53 36640746/36640748     std::vector<std::string, std::allocator<std::string> >::~vector() [15]
                0.04    5.98 20849180/20849181     BLG::BLGraph::BLGraph(BLG::BLGraph const&) [21]
                0.03    2.40 25906795/25906800     xsd::cxx::tree::sequence<SimulinkModel::XSD::performance_T, false>::operator=(xsd::cxx::tree::sequence<SimulinkModel::XSD::performance_T, false> const&) [32]
                0.10    1.64 20849180/20849182     BLG::BLGraph::~BLGraph() [36]
                0.10    0.84 20849181/20849182     xsd::cxx::tree::sequence<SimulinkModel::XSD::performance_T, false>::~sequence() [45]
                0.11    0.52 20849181/20849182     xsd::cxx::tree::sequence<SimulinkModel::XSD::performance_T, false>::sequence(xsd::cxx::tree::_type*) [59]
                0.11    0.41 25906858/25906868     xsd::cxx::tree::sequence<SimulinkModel::XSD::performance_T, false>::end() [68]
                0.11    0.19 25906816/25906821     xsd::cxx::tree::sequence<SimulinkModel::XSD::performance_T, false>::begin() [88]
                0.06    0.20 20849180/20849180     bool xsd::cxx::tree::operator==<__gnu_cxx::__normal_iterator<xsd::cxx::tree::sequence_common::ptr*, std::vector<xsd::cxx::tree::sequence_common::ptr, std::allocator<xsd::cxx::tree::sequence_common::ptr> > >, __gnu_cxx::__normal_iterator<xsd::cxx::tree::sequence_common::ptr*, std::vector<xsd::cxx::tree::sequence_common::ptr, std::allocator<xsd::cxx::tree::sequence_common::ptr> > >, SimulinkModel::XSD::performance_T, SimulinkModel::XSD::performance_T>(xsd::cxx::tree::iterator_adapter<__gnu_cxx::__normal_iterator<xsd::cxx::tree::sequence_common::ptr*, std::vector<xsd::cxx::tree::sequence_common::ptr, std::allocator<xsd::cxx::tree::sequence_common::ptr> > >, SimulinkModel::XSD::performance_T> const&, xsd::cxx::tree::iterator_adapter<__gnu_cxx::__normal_iterator<xsd::cxx::tree::sequence_common::ptr*, std::vector<xsd::cxx::tree::sequence_common::ptr, std::allocator<xsd::cxx::tree::sequence_common::ptr> > >, SimulinkModel::XSD::performance_T> const&) [94]
                0.04    0.04 20849181/20849182     xsd::cxx::tree::iterator_adapter<__gnu_cxx::__normal_iterator<xsd::cxx::tree::sequence_common::ptr*, std::vector<xsd::cxx::tree::sequence_common::ptr, std::allocator<xsd::cxx::tree::sequence_common::ptr> > >, SimulinkModel::XSD::performance_T>::iterator_adapter() [182]
